user_id,top_isbns
113270,"380778556,553347594,2005018,1900850303,8445071408,385336772,451410319,1569871213,812575482,345417623"
113292,"446310786,140067477,316769487,1881320189,8476409419,8445071408,451166892,3404921038,8445071777,1558531025"
113328,"449005615,2740230,8445071408,446310786,316769487,60168013,786868716,684823802,2005018,1569871213"
113345,"8445071408,1558531025,1900850303,842342702,316769487,609804618,316748641,812575482,2740230,446310786"
113435,"812575482,446310786,8445071408,671621009,345417623,399135782,966986105,074322678X,847223973X,1569871213"
113519,"553347594,840734530,609804618,786868716,452264464,074322678X,3404921038,439095026,60929790,966986105"
113528,"8445071408,345417623,345372700,553582747,316769487,399135782,446310786,1881320189,60976845,847223973X"
113533,"8445071408,1879384493,966986105,074322678X,8401422825,609804618,385336772,446310786,441783589,316769487"
113618,"966986105,1879384493,446310786,553584383,553583468,8445071408,074322678X,316769487,345372700,60973129"
113680,"553347594,380778556,8445071408,316769487,966986105,8445071777,60938412,8401422825,553582747,2070423204"
113817,"8445071408,2005018,074322678X,60976845,446310786,2740230,8476409419,671867156,847223973X,553583468"
113823,"8445071408,786868716,966986105,2005018,553582747,399135782,8401422825,140067477,1879384493,345372700"
113880,"345372700,8445071408,553582747,038078243X,1879384493,446310786,8445071777,345417623,842342702,609804618"
113902,"786868716,847223973X,380778556,345372700,671621009,1879384493,316735736,316769487,399135782,375406328"
113904,"8445071408,60929790,966986105,847223973X,964778319,609804618,60168013,449005615,425099148,074322678X"
113919,"449005615,1900850303,140067477,441783589,451166892,399135782,3404921038,375759778,2740230,8476409419"
113983,"452264464,449005615,8445071408,393045218,399135782,074322678X,140067477,8445071777,451166892,446310786"
114007,"8445071408,446310786,689821166,440225701,1569871213,8445071777,679865691,385336772,345417623,380778556"
114089,"1558531025,609804618,140067477,345417623,1879384493,8445071408,679429220,312252617,446310786,374157065"
114128,"1558531025,679429220,1879384493,1569871213,380778556,345372700,345417623,1900850303,966986105,446310786"
114143,"140067477,847223973X,1881320189,2005018,671888587,8445071408,609804618,840734530,316735736,380778556"
114146,"446310786,399135782,8476409419,786868716,966986105,671621009,840734530,1881320189,440223571,345465083"
114178,"553347594,8445071408,038572179X,671621009,2740230,1879384493,440234743,60914068,609804618,8476409419"
114200,"399135782,553347594,8445071408,2005018,345372700,786868716,743249992,316769487,345402871,1879384493"
114216,"446310786,449005615,679865691,375509038,8445071408,345417623,966986105,8401422825,1879384493,8476409419"
114258,"8445071408,440234743,1879384493,316769487,553347594,8401422825,345417623,2005018,1881320189,399135782"
114288,"8445071408,553347594,316769487,964778319,440234743,316735736,452264464,399135782,2740230,966986105"
114317,"786868716,1558531025,399135782,316769487,446310786,553347594,1879384493,140067477,964778319,3404921038"
114341,"140067477,60929790,553582747,1569871213,847223973X,385336772,966986105,446310786,8445071408,553347594"
114368,"8445071408,553347594,399135782,1879384493,451166892,316769487,8476409419,2740230,609804618,60168013"
114378,"8445071408,074322678X,847223973X,140067477,399135782,1879384493,3404921038,440223571,446310786,2005018"
114414,"8445071408,966986105,8476409419,1879384493,1569871213,345372700,316748641,786868716,425163091,446310786"
114434,"8445071408,399135782,60168013,446310786,553347594,689821166,449005615,452264464,345372700,385336772"
114444,"553347594,8445071408,316769487,440234743,3404921038,140067477,1879384493,345372700,374157065,553583468"
114446,"399135782,446310786,8445071408,8445071777,60938412,380778556,553583468,1900850303,679865691,451208080"
114452,"8445071408,1879384493,1881320189,140067477,966986105,60168013,385336772,553584383,684823802,374157065"
114544,"8445071408,316769487,399135782,609804618,60914068,786868716,60929790,345417623,345372700,60938412"
114655,"553347594,8445071408,679865691,786868716,60914068,8476409419,1841721522,3404921038,316769487,425099148"
114695,"140067477,316769487,786868716,425099148,609804618,345417623,399135782,446310786,1569871213,966986105"
114698,"8445071777,553582747,60168013,399135782,345417623,8445071408,140067477,842342702,60929790,8476409419"
114742,"8445071408,786868716,966986105,8401422825,399135782,1569871213,553583468,60976845,3404921038,60168013"
114802,"8476409419,399135782,8445071408,080652121X,375406328,2005018,609804618,1569871213,684823802,553347594"
114813,"446310786,8445071408,399135782,2005018,380778556,140067477,385336772,316973742,679865691,316769487"
114868,"966986105,60929790,3404921038,449005615,399135782,8445071777,345372700,2740230,316748641,374157065"
114893,"8445071408,689821166,60168013,140067477,425099148,2070423204,786868716,316769487,074322678X,2005018"
114947,"446310786,380778556,399135782,345417623,786868716,8445071408,451208080,609804618,425099148,449005615"
114983,"966986105,609804618,8445071408,8445071777,553347594,8401422825,3404921038,385336772,2005018,671621009"
114988,"446310786,60168013,2740230,1900850303,553347594,8445071408,1569871213,8476409419,840734530,60973129"
115002,"446310786,679865691,8445071408,140067477,553582747,1900850303,8401422825,439095026,1879384493,3404921038"
115003,"425099148,8445071408,609804618,440225701,8476409419,380778556,689821166,60929790,840734530,374157065"
115087,"140067477,8445071408,8476409419,8401422825,451208080,446310786,1558531025,316769487,345417623,964778319"
115097,"385336772,8445071777,2740230,380778556,074322678X,8445071408,3404921038,452264464,451166892,61099325"
115120,"1879384493,140067477,8401422825,399135782,609804618,840734530,966986105,786868716,446310786,8445071408"
115148,"425099148,1879384493,8445071408,609804618,374157065,074322678X,399135782,2005018,847223973X,446310786"
115224,"446310786,375500766,399135782,60168013,452264464,8445071408,8445071777,449005615,316769487,553347594"
115231,"399135782,8476409419,8445071408,684823802,385336772,380778556,446310786,374157065,966986105,1881320189"
115252,"8401422825,374157065,446310786,1881320189,8476409419,8445071408,60168013,345465083,840734530,2005018"
115328,"8476409419,8445071408,316769487,345372700,399135782,345465083,1558531025,316748641,8445071777,679865691"
115435,"446310786,8445071408,312252617,440225701,609804618,60929790,316735736,553347594,345372700,553582747"
115473,"8445071408,385336772,2740230,8401422825,786868716,140067477,345402871,3404921038,446310786,345417623"
115490,"812575482,449005615,399135782,074322678X,345372700,316735736,60929790,067976397X,451410319,2070423204"
115571,"8445071408,8401422825,446310786,812575482,847223973X,679865691,316735736,1900850303,8476409419,684823802"
115675,"553347594,074322678X,1881320189,8476409419,380715899,847223973X,449005615,684823802,786868716,8401422825"
115679,"8445071408,966986105,60973129,786868716,553583468,689821166,399135782,8476409419,679865691,8445071777"
115692,"8445071408,074322678X,1558531025,399135782,786868716,425099148,451208080,553347594,966986105,671621009"
115700,"966986105,8401422825,067176537X,671867156,345372700,840734530,312252617,374157065,8476409419,345402871"
115707,"8445071408,140067477,609804618,553347594,8401422825,380778556,8445071777,345372700,316735736,385336772"
115714,"345372700,140067477,553584383,671621009,553583468,425163091,966986105,1879384493,446310786,2070423204"
115792,"609804618,60973129,446310786,60976845,684823802,8445071408,140067477,842342702,440234743,1881320189"
115841,"446310786,2740230,964778319,1569871213,679865691,345372700,380778556,140067477,399135782,316769487"
115904,"074322678X,399135782,1879384493,671867156,553584383,847223973X,345417623,553347594,786868716,385336772"
115995,"8401422825,847223973X,140067477,553582747,966986105,609804618,8445071408,074322678X,840734530,964778319"
116127,"316769487,8401422825,8445071777,374157065,8445071408,399135782,553584383,451166892,140067477,60973129"
116210,"446310786,399135782,840734530,425099148,609804618,316769487,375500766,380778556,374157065,140067477"
116223,"8445071408,345417623,60938412,1881320189,074322678X,966986105,399135782,345372700,2740230,609804618"
116318,"399135782,446310786,553347594,60976845,847223973X,446601640,316748641,1569871213,60973129,380778556"
116325,"074322678X,8445071408,446310786,140067477,671621009,8401422825,1558531025,553347594,380715899,671867156"
116341,"8445071408,679865691,385336772,847223973X,60914068,553347594,316769487,345372700,380778556,074322678X"
116395,"786868716,8445071408,847223973X,1569871213,316769487,553347594,3404921038,385336772,446310786,380778556"
116428,"553347594,8401422825,8445071408,3404921038,689821166,966986105,399135782,2005018,786868716,074322678X"
116491,"441783589,345417623,399135782,553347594,8445071408,425184226,1558531025,679810307,609804618,8476409419"
116549,"316769487,553347594,8445071408,345417623,553582747,3404921038,375509038,446310786,812575482,375500766"
116630,"812575482,452264464,345417623,449005615,786868716,399135782,345465083,8445071777,1558531025,439095026"
116742,"446310786,1881320189,553347594,60168013,609804618,8445071408,449005615,2740230,345372700,2070423204"
116866,"399135782,2740230,553347594,385336772,847223973X,8445071408,60938412,316769487,8401422825,446310786"
116972,"8445071408,2005018,553584383,399135782,679865691,553347594,440234743,1879384493,316769487,609804618"
116993,"8401422825,425099148,446310786,441783589,2740230,3404921038,316769487,1569871213,1841721522,380778556"
117030,"8445071408,847223973X,451410319,380778556,2740230,3404921038,786868716,067176537X,312252617,609804618"
117041,"140067477,966986105,2740230,689821166,345372700,553347594,074322678X,2005018,60168013,374157065"
117073,"689821166,8445071777,60168013,553582747,966986105,8476409419,380778556,449005615,074322678X,446310786"
117091,"553347594,8445071408,8401422825,609804618,374157065,1881320189,140067477,446310786,1879384493,1841721522"
117111,"8445071408,966986105,399135782,1558531025,425099148,375500766,8445071777,446310786,316769487,609804618"
117215,"609804618,399135782,446310786,553347594,964778319,8445071408,847223973X,8476409419,786868716,449005615"
117251,"451208080,312252617,425099148,1879384493,3404921038,8445071777,812575482,966986105,553347594,425163091"
117318,"440223571,8476409419,345417623,60929790,1881320189,2740230,966986105,316769487,1558531025,452264464"
117345,"316769487,140067477,966986105,074322678X,399135782,425099148,8445071408,60929790,679865691,1841721522"
117384,"553584383,609804618,345372700,812575482,374157065,074322678X,60929790,553347594,689821166,067176537X"
117418,"8445071408,446310786,345402871,60973129,1879384493,345372700,671621009,425182908,609804618,375500766"
117450,"609804618,553582747,3404921038,671621009,786868716,8445071408,446310786,345372700,966986105,374157065"
117489,"1879384493,074322678X,60929790,1569871213,8445071408,374157065,399135782,451208080,679865691,3404921038"
117553,"399135782,609804618,8445071777,60168013,8445071408,1879384493,385336772,1881320189,671867156,812575482"
117557,"8445071408,140067477,8401422825,847223973X,375410538,316769487,2005018,812575482,385336772,679865691"
117577,"446310786,553347594,609804618,8445071408,316769487,374157065,440234743,966986105,2005018,671621009"
117581,"8445071408,786868716,553347594,966986105,1879384493,451166892,345372700,1558531025,1569871213,60914068"
117593,"786868716,671621009,964778319,553347594,8401422825,446310786,1881320189,679429220,140067477,380778556"
117594,"140067477,689821166,8401422825,8445071408,316769487,812575482,312252617,786868716,679810307,60938412"
117683,"8445071408,1558531025,3404921038,964778319,60929790,609804618,140067477,671621009,1900850303,786868716"
117781,"399135782,8445071408,553347594,786868716,380778556,1879384493,553582747,812575482,689821166,8476409419"
117834,"074322678X,3404921038,316769487,2005018,1879384493,8445071408,1558531025,1569871213,679865691,375509038"
117858,"1558531025,966986105,451208080,316769487,074322678X,553347594,312252617,446310786,399135782,8476409419"
117936,"449005615,399135782,345417623,439095026,8401422825,8445071408,446310786,609804618,316769487,966986105"
117937,"609804618,441783589,1900850303,399135782,345372700,316769487,8445071777,966986105,679429220,60914068"
117990,"385336772,446310786,8445071408,375759778,786868716,60929790,8476409419,679865691,8401422825,553347594"
118024,"446310786,8445071408,964778319,440234743,671621009,3404921038,374157065,1841721522,2070423204,60929790"
118068,"609804618,074322678X,60929790,8445071408,964778319,399135782,439095026,375500766,1569871213,375509038"
118135,"345402871,553584383,1879384493,316748641,60976845,679429220,8401422825,8445071777,380778556,1558531025"
118141,"8445071408,3404921038,038572179X,067976397X,553582747,385336772,441783589,345417623,60976845,964778319"
118164,"609804618,1881320189,440223571,140067477,679429220,449005615,3404921038,345372700,553347594,2070423204"
118167,"553347594,399135782,446310786,8445071408,449005615,1900850303,2740230,964778319,074322678X,847223973X"
118235,"553347594,786868716,966986105,8445071408,3404921038,449005615,2070423204,446310786,399135782,847223973X"
118275,"8445071408,1879384493,786868716,385336772,345372700,440225701,446310786,316748641,609804618,375500766"
118289,"609804618,380778556,2005018,449005615,8476409419,679865691,399135782,553584383,140067477,316769487"
118333,"8445071408,1841721522,385336772,679810307,8445071777,609804618,1881320189,8476409419,446310786,8401422825"
118372,"609804618,8445071408,074322678X,067176537X,441783589,316735736,60973129,449005615,446310786,679810307"
118414,"553347594,2740230,446310786,786868716,399135782,425099148,8445071777,1879384493,316769487,743249992"
118434,"609804618,60168013,399135782,446310786,8445071408,441783589,316769487,553583468,380778556,553347594"
118471,"425099148,60929790,8445071408,553347594,446310786,609804618,812575482,840734530,345402871,553584383"
118484,"8445071408,847223973X,380778556,786868716,345417623,374157065,316735736,316769487,1853260053,440223571"
118533,"1558531025,380778556,446310786,316769487,399135782,553582747,140067477,8445071777,451410319,8445071408"
118542,"380778556,140067477,1569871213,966986105,3404921038,1881320189,449005615,8445071408,60168013,2740230"
118647,"8401422825,446310786,8445071408,345417623,847223973X,374157065,553347594,679810307,609804618,3404921038"
118654,"8445071408,316769487,553582747,1879384493,345417623,316748641,847223973X,374157065,074322678X,786868716"
118659,"345372700,446310786,3404921038,553582747,1881320189,786868716,553347594,2740230,380778556,345402871"
118683,"8445071777,446310786,316769487,1569871213,425099148,2005018,345417623,8445071408,451410319,60973129"
118817,"8445071408,553582747,553347594,1569871213,60929790,399135782,140067477,312252617,966986105,1879384493"
119027,"847223973X,140067477,316735736,446310786,345372700,385336772,679865691,679429220,3404921038,399135782"
119049,"140067477,345372700,966986105,840734530,8445071408,553347594,812575482,847223973X,195153448,8401422825"
119107,"964778319,446310786,3404921038,60976845,449005615,074322678X,847223973X,1879384493,380715899,1569871213"
119167,"8445071408,446310786,847223973X,449005615,345417623,1900850303,840734530,553347594,812575482,553582747"
119205,"8445071408,966986105,446310786,2005018,399135782,553584383,684823802,140067477,439095026,1881320189"
119299,"786868716,847223973X,140067477,60168013,452264464,8445071408,684823802,345372700,553347594,2740230"
119332,"140067477,2005018,553584383,8445071408,786868716,553347594,553278398,345372700,446310786,1881320189"
119341,"8445071777,786868716,399135782,3404921038,966986105,380778556,8445071408,840734530,374157065,1569871213"
119387,"8445071408,446310786,60929790,1569871213,399135782,60973129,195153448,1558531025,609804618,425099148"
119421,"8445071408,446310786,553584383,3404921038,553347594,449005615,1881320189,399135782,140067477,375410538"
119529,"316769487,966986105,609804618,964778319,374157065,446310786,553584383,60976845,847223973X,1558531025"
119536,"446310786,345417623,8445071408,074322678X,8445071777,609804618,385336772,316769487,60168013,316748641"
119556,"439095026,966986105,449005615,3404921038,446310786,8445071408,316735736,679865691,399135782,553347594"
119575,"8445071408,446310786,345417623,1881320189,8445071777,609804618,689821166,140067477,345402871,847223973X"
119594,"8445071408,609804618,316769487,553347594,1900850303,840734530,140067477,1558531025,446310786,399135782"
119631,"1879384493,8445071408,1900850303,316769487,2005018,847223973X,038572179X,2740230,140067477,345417623"
119650,"553347594,8445071408,140067477,2005018,679865691,451208080,385336772,786868716,1903019699,8401422825"
119725,"553347594,1881320189,316769487,446310786,1558531025,684823802,8445071408,786868716,8401422825,385336772"
119768,"553583468,8445071408,60929790,966986105,553347594,446310786,1569871213,60914068,671621009,074322678X"
119858,"679429220,966986105,8445071408,399135782,140067477,964778319,451208080,8476409419,812575482,449005615"
119952,"3404921038,399135782,847223973X,609804618,553347594,2005018,553584383,1879384493,1569871213,140067477"
120080,"345372700,8445071408,609804618,840734530,449005615,553347594,399135782,452264464,1569871213,2740230"
120081,"399135782,8445071777,679865691,446310786,440225701,609804618,449005615,374157065,8476409419,080652121X"
120082,"399135782,380778556,345417623,553347594,553582747,446310786,2005018,1558531025,316769487,609804618"
120090,"8445071408,786868716,553347594,966986105,684823802,195153448,60168013,345465083,1900850303,8476409419"
120093,"8445071408,316769487,609804618,553347594,8401422825,451166892,452264464,679865691,1558531025,60168013"
120147,"316769487,446310786,345417623,1558531025,743249992,038572179X,812575482,385336772,553347594,140067477"
120181,"3404921038,446310786,1569871213,2740230,074322678X,1900850303,399135782,609804618,439095026,8401422825"
120332,"399135782,316769487,8401422825,553347594,446310786,2740230,966986105,316748641,60929790,8445071408"
120350,"8476409419,345372700,847223973X,553347594,345417623,3404921038,446310786,2740230,316769487,375406328"
120396,"679865691,316748641,345372700,446310786,449005615,375509038,679429220,380619458,316769487,451410319"
120405,"140067477,374157065,446310786,964778319,847223973X,345372700,966986105,553347594,689821166,679865691"
120485,"553584383,374157065,2005018,345417623,446310786,671621009,8445071408,399135782,1569871213,1879384493"
120515,"8445071408,3404921038,966986105,074322678X,1900850303,609804618,345372700,8445071777,1558531025,316769487"
120543,"399135782,1569871213,8445071408,553347594,966986105,074322678X,553582747,440223571,60168013,316748641"
120548,"8445071408,140067477,609804618,671621009,1900850303,425099148,316769487,446310786,812575482,60929790"
120552,"8445071408,345372700,671621009,553347594,2070423204,399135782,345417623,375509038,966986105,8445071777"
120563,"1558531025,1879384493,786868716,380715899,074322678X,345372700,553584383,1575663937,3404921038,316769487"
120579,"8445071408,1879384493,8401422825,446310786,553347594,1558531025,966986105,60976845,1881320189,689821166"
120695,"786868716,316769487,8445071777,399135782,553347594,609804618,446310786,140067477,60168013,1900850303"
120749,"140067477,345372700,446310786,2740230,2005018,074322678X,553347594,966986105,385336772,679865691"
120771,"316769487,812575482,446310786,345417623,345372700,375509038,8445071777,449005615,1900850303,786868716"
120773,"8401422825,316735736,8445071777,609804618,842342702,1879384493,399135782,2740230,689821166,140067477"
120807,"316769487,8445071408,1879384493,671621009,609804618,1558531025,399135782,312252617,345465083,553583468"
120908,"446310786,966986105,074322678X,399135782,8445071408,140067477,60914068,609804618,345417623,1569871213"
120935,"8445071408,441783589,385336772,684823802,812575482,966986105,074322678X,345372700,2070423204,553347594"
120985,"8445071408,446310786,60929790,380778556,1558531025,140067477,425099148,451410319,440949424,2740230"
121010,"609804618,399135782,385336772,1879384493,8445071408,60973129,140067477,966986105,451208080,3404921038"
121042,"8445071408,446310786,609804618,847223973X,449005615,140067477,452264464,074322678X,553582747,553583468"
121070,"8445071408,2005018,425099148,446310786,399135782,140067477,380778556,449005615,345417623,1558531025"
121087,"8401422825,786868716,553347594,067976397X,8445071408,440225701,60973129,609804618,380778556,451410319"
121170,"345372700,1881320189,8445071408,553347594,449005615,385336772,1558531025,842342702,380778556,8401422825"
121184,"399135782,1879384493,8445071408,60976845,446310786,964778319,345372700,074322678X,679429220,140067477"
121233,"553347594,446310786,8401422825,60168013,345372700,8445071408,3404921038,609804618,316769487,451208080"
121251,"446310786,1879384493,385336772,074322678X,375500766,60929790,449005615,609804618,966986105,679865691"
121257,"399135782,8445071408,847223973X,140067477,375500766,8476409419,446310786,074322678X,385336772,786868716"
121263,"439095026,316748641,3404921038,8445071408,140067477,1841721522,446310786,1558531025,553347594,1881320189"
121273,"399135782,679429220,8445071408,446310786,1879384493,1558531025,3404921038,553347594,380619458,689821166"
121321,"385336772,553347594,8401422825,684823802,425184226,399135782,446310786,374157065,1881320189,8445071408"
121323,"345372700,786868716,440234743,345417623,446310786,61099686,964778319,8445071408,847223973X,2740230"
121398,"8445071408,446310786,441783589,345417623,786868716,374157065,074322678X,684823802,8476409419,140067477"
121490,"446310786,399135782,8476409419,786868716,8445071408,553347594,964778319,380778556,609804618,553278398"
121517,"140067477,553582747,446310786,8445071777,3404921038,671621009,847223973X,375406328,374157065,60168013"
121606,"316769487,8445071408,399135782,609804618,847223973X,8476409419,441783589,1841721522,1558531025,786868716"
121667,"609804618,8445071408,345417623,553347594,684823802,553582747,195153448,375406328,440225701,439095026"
121786,"446310786,8445071408,8401422825,425099148,385336772,399135782,451208080,3404921038,964778319,345372700"
121845,"1879384493,679865691,840734530,140067477,380619458,8445071408,671621009,399135782,451410319,074322678X"
121941,"8476409419,446310786,8445071408,60938412,60168013,1853260053,840734530,345372700,1881320189,3404921038"
121986,"446310786,1569871213,8445071408,3404921038,966986105,451410319,812575482,847223973X,553347594,399135782"
121991,"553347594,446310786,842342702,553584383,609804618,374157065,786868716,1558531025,60929790,375509038"
122026,"8445071408,385336772,553582747,1881320189,451410319,609804618,1900850303,345417623,345372700,8401422825"
122037,"2740230,451208080,553347594,1879384493,074322678X,812575482,60973129,8401422825,689821166,8445071408"
122045,"316769487,8445071408,3404921038,553583468,553582747,671621009,964778319,385336772,553347594,8401422825"
122086,"8445071408,074322678X,671621009,786868716,8401422825,038572179X,553347594,2070423204,847223973X,964778319"
122096,"8445071408,1900850303,446310786,847223973X,316769487,60973129,2740230,553584383,8401422825,1558531025"
122116,"8445071408,553347594,140067477,446310786,840734530,786868716,451166892,743249992,380778556,375406328"
122235,"8445071777,8476409419,8445071408,786868716,679865691,399135782,345402871,2005018,451208080,1881320189"
122251,"8445071408,074322678X,8445071777,553347594,1558531025,316769487,385336772,786868716,399135782,60168013"
122293,"964778319,671621009,345372700,8445071777,679865691,374157065,440234743,451406923,1558531025,60973129"
122321,"8401422825,446310786,2740230,8445071408,399135782,553347594,812575482,425099148,553584383,8445071777"
122335,"8445071408,446310786,3404921038,679865691,60168013,385336772,425163091,1853260053,067176537X,375509038"
122418,"8476409419,449005615,3404921038,671621009,553347594,1569871213,8401422825,2740230,60914068,316769487"
122429,"8445071408,2740230,1558531025,679865691,425099148,446310786,374157065,847223973X,60168013,316769487"
122440,"8445071408,446310786,966986105,452264464,8445071777,385336772,312252617,316769487,964778319,074322678X"
122506,"8445071408,316769487,446310786,2740230,553347594,074322678X,609804618,316735736,140067477,1900850303"
122519,"553347594,8445071408,446310786,671621009,380778556,451208080,074322678X,1879384493,966986105,425099148"
122658,"446310786,316769487,609804618,8445071408,1881320189,2740230,684823802,345417623,553347594,399135782"
122660,"8445071408,446310786,140067477,8401422825,840734530,689821166,399135782,345402871,449005615,1879384493"
122716,"446310786,345417623,609804618,8445071408,1558531025,374157065,847223973X,786868716,316769487,1879384493"
122793,"8445071408,451166892,847223973X,441783589,689821166,446310786,1879384493,440234743,451208080,140067477"
122801,"8445071408,840734530,553347594,449005615,316769487,3404921038,964778319,553583468,60929790,451410319"
122881,"399135782,966986105,1900850303,786868716,8445071408,1841721522,375509038,1879384493,847223973X,446310786"
122988,"8445071408,2740230,440234743,449005615,1558531025,8445071777,446310786,812575482,609804618,451166892"
123039,"8445071408,8401422825,449005615,964778319,60168013,1569871213,1879384493,452264464,671867156,451166892"
123056,"60938412,8476409419,2740230,8445071408,399135782,1879384493,553347594,446310786,375509038,1558531025"
123095,"1879384493,847223973X,553347594,316769487,1881320189,345372700,679865691,446310786,60976845,1569871213"
123114,"446310786,609804618,8445071408,812575482,425099148,2005018,553347594,1881320189,140067477,553278398"
123137,"553583468,1879384493,609804618,140067477,812575482,345402871,553582747,385336772,847223973X,399135782"
123143,"140067477,1569871213,074322678X,399135782,451166892,3404921038,966986105,553584383,446310786,2740230"
123168,"451166892,1558531025,8445071777,553347594,8445071408,2740230,449005615,1881320189,842342702,684823802"
123182,"8476409419,966986105,440225701,038572179X,847223973X,679865691,1900850303,374157065,451208080,312252617"
123215,"8445071408,451410319,8401422825,553278398,609804618,671621009,446310786,374157065,385336772,60168013"
123298,"385336772,847223973X,374157065,1879384493,446310786,60168013,345372700,8445071408,609804618,2740230"
123410,"140067477,446310786,553582747,8445071408,345372700,1841721522,441783589,609804618,786868716,425099148"
123418,"847223973X,446310786,553347594,3404921038,60929790,8445071408,1881320189,689821166,671867156,451410319"
123430,"8445071408,1558531025,553347594,074322678X,2740230,316735736,609804618,1881320189,345372700,449005615"
123460,"345372700,380778556,840734530,8445071408,553583468,553347594,140067477,074322678X,609804618,2005018"
123468,"345372700,8445071408,679865691,446310786,316769487,1881320189,609804618,385336772,425099148,2005018"
123501,"8445071408,067176537X,1879384493,3404921038,425099148,446310786,2740230,553347594,1558531025,8445071777"
123515,"451208080,8445071408,316769487,425163091,1569871213,1900850303,380778556,786868716,60929790,345372700"
123531,"8445071408,8401422825,8476409419,553347594,140067477,609804618,671621009,679429220,847223973X,425099148"
123549,"8445071408,440234743,553582747,451410319,1879384493,689821166,786868716,449005615,553347594,2005018"
123629,"553347594,345372700,446310786,140067477,679810307,1558531025,449005615,452264464,679865691,8401422825"
123724,"8445071408,786868716,8445071777,440234743,609804618,316769487,2005018,385336772,425099148,399135782"
123741,"074322678X,609804618,451406923,380778556,60929790,399135782,842342702,446310786,451166892,316735736"
123751,"679865691,3404921038,966986105,345372700,609804618,684823802,553583468,553584383,385336772,446310786"
123790,"1879384493,679865691,446310786,553347594,1881320189,385336772,439095026,399135782,609804618,074322678X"
123791,"553582747,60168013,8445071408,964778319,3404921038,074322678X,8476409419,1569871213,385336772,1881320189"
123809,"8445071408,316769487,3404921038,451406923,451166892,609804618,2740230,1569871213,140067477,1558531025"
123815,"449005615,8445071408,786868716,60929790,1900850303,8445071777,1881320189,399135782,8401422825,553347594"
123822,"553347594,140067477,553583468,316769487,375406328,553582747,345372700,8445071408,374157065,3404921038"
123825,"1558531025,8445071777,446310786,786868716,449005615,8445071408,345372700,312252617,2740230,074322678X"
123867,"385336772,399135782,345372700,8445071408,446310786,812575482,140067477,679865691,786868716,847223973X"
123883,"1879384493,1558531025,553347594,8445071777,786868716,038572179X,451208080,316769487,3404921038,840734530"
123886,"8476409419,345417623,609804618,8445071408,812575482,446310786,786868716,60929790,374157065,966986105"
123936,"8476409419,140067477,8445071408,2005018,966986105,074322678X,679810307,345417623,812575482,786868716"
123981,"609804618,553347594,345372700,446310786,8445071408,3404921038,1881320189,1569871213,316735736,316769487"
124010,"446310786,8445071408,316769487,345417623,449005615,3404921038,8476409419,553582747,380778556,1841721522"
124078,"609804618,60976845,1879384493,385336772,553347594,966986105,345417623,8401422825,1558531025,671888587"
124079,"847223973X,8445071777,8445071408,1879384493,3404921038,786868716,553347594,440234743,679810307,452264464"
124175,"316769487,8445071408,812575482,399135782,446310786,345417623,1879384493,8445071777,964778319,3404921038"
124184,"3404921038,8445071408,8401422825,316769487,679865691,074322678X,1900850303,966986105,425099148,553347594"
124259,"3404921038,446310786,1881320189,8445071408,8445071777,1569871213,1558531025,609804618,316769487,8476409419"
124298,"1569871213,446310786,316735736,1881320189,074322678X,385336772,345372700,316769487,316973742,679865691"
124310,"553347594,8445071408,1881320189,8401422825,60929790,786868716,449005615,1879384493,399135782,425163091"
124317,"1879384493,812575482,60929790,316769487,452264464,679865691,074322678X,140067477,8401422825,449005615"
124322,"449005615,1879384493,8401422825,609804618,842342702,399135782,452264464,8445071777,345417623,60973129"
124363,"8445071408,140067477,446310786,8476409419,966986105,847223973X,441783589,553583468,671867156,1569871213"
124372,"8445071408,966986105,609804618,425099148,316769487,8476409419,345372700,553347594,8401422825,451406923"
124378,"8445071408,345417623,380778556,964778319,786868716,385336772,451410319,609804618,399135782,449005615"
124456,"385336772,966986105,679865691,786868716,553347594,375759778,074322678X,8401422825,671621009,689821166"
124474,"8445071408,553347594,8445071777,345465083,8401422825,080652121X,345417623,399135782,446310786,425099148"
124487,"399135782,2740230,3404921038,425163091,8445071408,966986105,446310786,684823802,380778556,553347594"
124488,"8445071408,140067477,446310786,345417623,316769487,375509038,345372700,3404921038,812575482,380778556"
124489,"385336772,679865691,1900850303,446310786,345465083,316748641,316769487,8445071408,8445071777,074322678X"
124546,"8445071408,446310786,609804618,380778556,812575482,345372700,399135782,8401422825,1879384493,60914068"
124563,"452264464,375500766,345417623,2740230,8445071408,074322678X,316769487,964778319,671621009,553347594"
124597,"446310786,8445071408,449005615,786868716,374157065,452264464,345402871,8401422825,812575482,609804618"
124717,"140067477,966986105,786868716,553347594,385336772,2740230,446310786,1900850303,451166892,1881320189"
124827,"8445071408,140067477,60929790,399135782,60168013,812575482,1879384493,679865691,440234743,316769487"
124874,"679865691,399135782,8445071408,140067477,1558531025,1881320189,446310786,2005018,60929790,786868716"
124876,"8445071408,446310786,553582747,8401422825,345417623,316769487,1569871213,385336772,1879384493,847223973X"
124888,"966986105,380778556,374157065,399135782,140067477,8445071408,964778319,60973129,786868716,440949424"
124942,"399135782,3404921038,312252617,8445071408,140067477,609804618,345372700,375509038,60168013,451410319"
124983,"8445071408,140067477,074322678X,345417623,1558531025,2740230,312252617,553347594,316748641,3404921038"
125009,"446310786,380778556,074322678X,966986105,345372700,8401422825,553582747,399135782,847223973X,385336772"
